tweetid,text,manual_class
348116130138821000,RT  ‏@ABC7Chicago Long lines as Cook County residents seek flood assistance on deadline day http://t.co/RdlC9NWpx0,
348116618364219000,St. Clair Co - The Illinois Supreme Court has appointed Stephen P. McGlynn to replace Hon. Michael N. Cook. http://t.co/1l7bLxfUL2,
348117422663926000,On this day 33 yrs ago a loving couple gave birth to a beautiful baby girl at Cook County Hospital in... http://t.co/YfOHoFSUDj,
348117664834662000,"Coaching changes for Durham: The county revealed 61-year-old Cook was in a ""critical but stable"" condition and... http://t.co/atPf29gNwW",
348120524720832000,#backatit! (@ Cook County Criminal Courts Building - @tonipreckwinkle w/ 4 others) http://t.co/gEEEKBpXvA,
348121703118946000,Learning about Cook County Forest Preserve today as a trail count volunteer. Incredible that 11% of county land is preserved! @FPDCC,
348122354909577000,"Congrats to Delores Robinson the 99th President of the Cook County Bar Association, the oldest African-American... http://t.co/92lCcXTaAw",
348122770611241000,so..this girl that used to loudly announce that she had to poop during HS physic's class is now an asst. state's attorney for Cook County...,
348129148532838000,Cook county keeps sending me jury summons except that I live in Dupage now... #annoying,
348129530172551000,"RT @HaroldWallin: I'm at Cook County Criminal Courts Building - @tonipreckwinkle (Chicago, IL) http://t.co/WUb0VwKsvO",
348129770900447000,"Special Weather Statement for Cook County, IL http://t.co/CGe10GyOiW",
348131106954043000,Preparing to go see my friends for permitting approvals at the Cook County Building Department #vaselineplease,
348131449653834000,Is lowering a tax that probably shouldn't exist worthy of applause? The Cook County Board hopes so. http://t.co/qzLa8ENizD,
348133058039411000,$48 million lost last year in cook county alone due to lost online tax http://t.co/ffTa1I7EZD,
348134721928184000,"One in 6 hungry in Cook County, food stamp cuts in Senate Farm Bill could make it worse http://t.co/MkeP6l8kgT",
348134722288886000,"One in 6 hungry in Cook County, food stamp cuts in Senate Farm Bill could make it worse http://t.co/qTMIw5JFNK",
348136000976994000,@Emkateland is that jake or elwood en route to the cook county assessors office?,
348136352212210000,Niggas in Cook County to thirsty.,
348138122288185000,@MrDrewScott when you guy a come to All do you know how long you'll be here? Posible m&amp;g. Come north to Forsyth county I'll cook no catch :),
348140192005239000,Cook County Court house is huge. I feel guilty just sitting here...lol,
348140700182913000,"T-shirt of man at Cook County criminal court: ""(front) I'm not the man I ought to be, but (back) thank god I'm not the man I used to be.""",
348142216075686000,Flood Advisory For Cook County In NE Illinois. Dupage County In NE Illinois. Kendall County In NE Illinois. Northe...,
348142216075686000,,
348151279593333000,Illinois – Cook County amends use tax on non-titled tangible personal property http://t.co/hupT5G1XZ2 #PwCSALT,
348151304201306000,RT @PwC_mySTO: Illinois – Cook County amends use tax on non-titled tangible personal property http://t.co/hupT5G1XZ2 #PwCSALT,
348154422825730000,"@TheReal3Stripes cook county,",
348156842964312000,Interpark closes on Schiller Park Site. Liston &amp; Tsantilis secure a Cook County 7b Incentive with unaimous approval from Cook County Board,
348157491777004000,#FreeMyBigBroCopo fuck cook county #cpdk http://t.co/hUN6KLy2Pt,
348161476105732000,RT @youdunnojak: Learning about Cook County Forest Preserve today as a trail count volunteer. Incredible that 11% of county land is...,
348163960136143000,"June 22, Noon-4pm: Chili Cook-off Fundraiser for CISA &amp; HCBA at Three County Fairgrounds in #NorthamptonMA | http://t.co/6Szx839lnK",
348165432018076000,The Greening of Cook County - http://t.co/aSZatmqLhk,
348170474607505000,"Map for Three County Fairgrounds: http://t.co/3n3bZhLMtT - RT @northassoc June 22, Noon-4pm: Chili Cook-off Fundraiser for CISA &amp; HCB...",
348171179158290000,Large-scale &amp; well-traveled meets classic with Nate's Loomis &amp; Cook County.  #NateFabrics http://t.co/nPfWYaDSy1,
348172252010914000,RT @ChiraqHomicide: 17-year-old girl &amp; 24-year-old man shot in front of house in Park Manor Neighborhood. Both recovering at Stroger Hospit…,
348172376271368000,RT @ChiraqHomicide: 17-year-old girl &amp; 24-year-old man shot in front of house in Park Manor Neighborhood. Both recovering at Stroger Hospit…,
348172459842867000,RT @ChiraqHomicide: 17-year-old girl &amp; 24-year-old man shot in front of house in Park Manor Neighborhood. Both recovering at Stroger Hospit…,
348175046012977000,Chamber files lawsuit to block Cook County's use tax on non-titled personal property: http://t.co/Pc8IxNsRjM,
348175082822185000,RT @ChicagolandCmbr: Chamber files lawsuit to block Cook County's use tax on non-titled personal property: http://t.co/Pc8IxNsRjM,
348177145895469000,Chamber sues to block new Cook County tax http://t.co/deRWuRB7Q8 via @crainschicago #chicago,News
348177156964237000,Chicagoland Chamber of Commerce sues to block new Cook County tax http://t.co/SVTxZ11bQG via @pmerrion,
348177453518291000,RT @CrainsChicago: Chicagoland Chamber of Commerce sues to block new Cook County tax http://t.co/SVTxZ11bQG via @pmerrion,
348180030158959000,[Chicago Business] Chamber sues to block new Cook County tax http://t.co/zZe33XhN2g,
348180522981265000,RT @CrainsChicago: Chicagoland Chamber of Commerce sues to block new Cook County tax http://t.co/SVTxZ11bQG via @pmerrion,
348186948030042000,Cook County 2nd Installment 2012 Property tax bill update....... http://t.co/PhXKQmLJ0e,
348188089191113000,"""Word on the street has it that the 2012 Cook County Property tax bills for the 2nd Installment will come due on... http://t.co/pcEq3cIIKe",
348190445907628000,#ChamberOfCommerce Chamber sues to block new Cook County tax http://t.co/UqJ7aVNLuK,
348190445936972000,#ChamberOfCommerce Chamber sues to block new Cook County tax http://t.co/B9w2glHDHI,
348191931844674000,"@FoodDepository featured: 1 in 6 hungry in Cook Co, SNAP cuts in Senate Farm Bill could make worse | Chgo Muckrakers http://t.co/992j5L0KWK",
348192668263776000,"BSeger sang about a ""SHAKEDOWN"" on Beverly Hills Cop 2, Cook County ruling does same to online travel entities AND US.http://t.co/oXnhg8KhzJ",
348194493692015000,Cook county cop just rang my doorbell 30 times because someones house alarm system was going off on my block #WrongHouse #ThanksForWakinMeUp,
348195511175635000,Chamber sues to block new Cook County tax http://t.co/qTylKBjDUk via @crainschicago #inforjb,News
348197646130881000,RT @CrainsChicago: Chicagoland Chamber of Commerce sues to block new Cook County tax http://t.co/SVTxZ11bQG via @pmerrion,
348198215042073000,Chamber sues to block new Cook County tax http://t.co/BAzdXxvlCR via @crainschicago,News
348198872784441000,Chamber sues to block new Cook County tax http://t.co/y7OVtLf73H,
348199736479711000,Word on the street has it that the 2012 Cook County Property tax bills for the 2nd Installment will come due on... http://t.co/3LWpTXXJk5,
348200044534587000,http://t.co/Ww3qVpqScx http://t.co/GakjYdX4Qy,
348200180857856000,"RT @ChicagoReporter: One in 6 hungry in Cook County, food stamp cuts in Senate Farm Bill could make it worse http://t.co/wQD1uCq0Wl",
348203796993810000,Please send Paula Deen to Cook County Jail and let the division 9 homeboys run a train on her white ass,
348206168734331000,"""@sugashayne3: Please send Paula Deen to Cook County Jail and let the division 9 homeboys run a train on her white ass"" lmao",
348207218111431000,"Princess Diana during a Visit to Chicago.Visit To The Cook County Hospital, June 1996. http://t.co/tJqkVsLqY8",
348212555438768000,"Neighborhood Housing Services, in partnership with Cook County and the South Suburban Mayors &amp; Managers... http://t.co/B3qgttQMli",
348221498345013000,"Judge: Online travel agencies not paying enough Chicago taxes: In a case more than 7 years old, Cook County Ju... http://bit.ly/16Vxz9n",
348221505928303000,"Judge: Online travel agencies not paying enough Chicago taxes: In a case more than 7 years old, Cook County Ju... http://t.co/bHek2X9RXd",
348221738728964000,Cricket - County Durham announce coaching changes: Cook played in seven Tests and six one-day internationals f... http://bit.ly/19c2mmy,Sports
348222097945936000,"Judge: Online travel agencies not paying enough Chicago taxes: In a case more than 7 years old, Cook County Ju... http://t.co/41I50Tf3Bo",
348224099497177000,Stroger Hospital pharmacy audit raises concerns: An audit raises concerns about practices at the... http://t.co/rb5ryIbrkk #Chicago #News,News
348224904459596000,My mother and I are about to go to some cook-out out the county...good lawd I hate random shit😒,
348225235369210000,COOK COUNTY,
348231134519374000,Stroger Hospital pharmacy audit raises concerns: An audit raises concerns about practices at the Stroger Hospital... http://t.co/OSq3rQMbqg,
348233930266255000,I kinda miss cook county!!!,
348237102909104000,Chicago and Cook County News,News
348237102909104000,,
348237118981681000,Had a great meeting with the Cook County Sheriff's Departments Human Trafficking Response Team this morning!!... http://t.co/GPPnmRkt4K,
348238407014687000,Have a Gardening Question? Ask a Cook County Extension Master Gardener http://t.co/tvGsQ3H09b,
348238503609500000,REAL ESTATE TAX ATTORNEY COOK COUNTY http://t.co/WOsOzAW3hJ,
348246951306867000,@220762000 Got to love IL &amp; Cook county tax on top of tax.,
348247334838211000,"One in 6 hungry in Cook County, food stamp cuts in Senate Farm Bill could make it worse http://t.co/a1MsgN3Ywz #nutrition",
348249146613957000,@JBAMFO_ no u are just really really ill bro. Get in a cook county bed bro,
348254281868128000,RT @SGaby_: The amount of money I have paid Cook County for traffic tickets is RIDICULOUS!,
348254795984949000,From the shooting. At kilpatrick and spaulding all transports are red to cook county and immc,
348255052231741000,RT @CFDMedia: From the shooting. At kilpatrick and spaulding all transports are red to cook county and immc,
348256150136951000,For my birthday the only thing that would make my day is if somebody take me to cook county to see @DreadHeadd_Redd,
348256467675140000,About to be Douglas county fair cook off champion. #earlychristmas @jaclyn_vogel http://t.co/mDs8NXnBay,
348258364091924000,Man Charged With Stealing Cemetery Vases: Vincent Peterson (Credit: Cook County Sheriff)CHICAGO (CBS) — A man has... http://t.co/GwO0sDJiSB,News
348259396331115000,"RT @ChicagoReporter: One in 6 hungry in Cook County, food stamp cuts in Senate Farm Bill could make it worse http://t.co/qTMIw5JFNK",News
348263766082863000,Tile Setters (Lake/Cook County) http://t.co/MBdrJJanqJ #jobs #men,
348264251699368000,CLINICAL NURSE I MICU-STROGER HOSPITAL-SHIFT:7PM-7AM at Cook County Health and Hospitals System (IL): The Clin...  http://t.co/gUczeMr8YX,
348265458241257000,FUCK DUAPGE AND COOK COUNTY ,Junk
348265458241257000,,
348268984174522000,Cook County &gt;&gt;&gt;,
348269568264905000,"Geoff Cook, The Coach Of English County Championship Side Durham, is in a Critical But Stable, Conditition After a Heart Attack,",
348271402962518000,Cook County -Calumet Park-12233 S Greene St- full still card 2209 for garage fire.,
348273651159798000,Chamber sues to block new Cook County tax http://t.co/x7Jmr7ESlz,Gov
348281280393253000,11 bucks a pack fuck u cook county,Gov
348282288959795000,.@sjosephrichard Um no the text is coming from Cook County,
348282768825938000,I wish a bitch would slap me while im sleep... 2 to 30 years in cook county,Jail
348286188970467000,@blakeshelton ,
NA,,
NA,,
NA,,
NA,,
348286188970467000,,
348287055631110000,2013 Property Tax Appeals,Gov
348287055631110000,,
348288456302154000,Cant believe im missing the tight n bright party at cook county :(,Junk
348290322557727000,Search Hospitals $ CLINICAL NURSE I MICU-STROGER HOSPITAL-SHIFT:7PM-7AM at Cook County Health and Hospitals Sy...  http://t.co/dPcJth2k3V,News
348292234610893000,Just the tip of the iceberg in Illinois http://t.co/viipM3Djps,News
348292789500527000,"One in six hungry in Cook County, food stamp cuts in Senate Farm Bill could make it worse http://t.co/Pu1bm5LeiD",News
348299307482505000,@TGOD_TEVO type yo name and put cook county or sum shit like tht,Junk
348307267206128000,"RT @Yanazure: One in 6 hungry in Cook County, food stamp cuts in Senate Farm Bill could make it worse http://t.co/MkeP6l8kgT",News
348311383374442000,CLINICAL NURSE I MICU-STROGER HOSPITAL-SHIFT:7PM-7AM at Cook County Health and Hospital Systems... http://t.co/1wMANQOKeT #nursing #jobs,News
348316704293654000,"CLINICAL NURSE I MICU-STROGER HOSPITAL-SHIFT:7PM-7AM at Cook County Health and Hospital Systems (Chicago, IL):...  http://t.co/gUczeMr8YX",News
